1,1,13,ppi
2,2,14,ppi
3,3,7,ppi
4,4,14,ppi
5,5,19,ppi
6,6,10,ppi
7,7,5,ppi
8,8,5,ppi
9,10,2,ppi
10,11,123,ppi
11,12,47,ppi
12,13,17,ppi
13,14,9,ppi
14,15,17,ppi
15,16,82,ppi
16,17,108,ppi
17,18,18,ppi
18,19,84,ppi
19,20,108,ppi
20,21,22,ppi
21,22,3,ppi
22,23,17,ppi
23,24,1,ppi
24,25,2,ppi
25,26,52,ppi
26,27,6,ppi
27,28,3,ppi
28,29,13,ppi
29,30,1,ppi
30,31,1,ppi
31,32,30,ppi
32,33,14,ppi
33,34,62,ppi
34,35,110,ppi
35,36,37,ppi
36,37,30,ppi
37,38,27,ppi
38,39,65,ppi
39,40,3,ppi
40,41,722,ppi
41,42,120,ppi
42,43,7,ppi
43,44,20,ppi
44,45,82,ppi
45,46,40,ppi
46,47,57,ppi
47,48,55,ppi
48,49,9,ppi
49,50,61,ppi
50,51,62,ppi
51,52,25,ppi
52,53,44,ppi
53,54,50,ppi
54,55,21,ppi
55,56,9,ppi
56,57,2,ppi
57,58,8,ppi
58,59,220,ppi
59,60,8,ppi
60,62,96,ppi
61,63,23,ppi
62,64,25,ppi
63,65,48,ppi
64,66,19,ppi
65,67,23,ppi
66,68,63,ppi
67,69,33,ppi
68,70,292,ppi
69,71,3,ppi
70,72,23,ppi
71,73,49,ppi
72,74,29,ppi
73,75,22,ppi
74,76,43,ppi
75,77,8,ppi
76,78,1,ppi
77,79,20,ppi
78,80,42,ppi
79,81,10,ppi
80,82,482,ppi
81,83,3,ppi
82,84,456,ppi
83,85,391,ppi
84,86,48,ppi
85,87,7,ppi
86,88,48,ppi
87,89,14,ppi
88,90,32,ppi
89,91,356,ppi
90,92,187,ppi
91,93,6,ppi
92,94,21,ppi
93,95,219,ppi
94,96,175,ppi
95,97,250,ppi
96,98,135,ppi
97,99,248,ppi
98,100,194,ppi
99,101,162,ppi
100,102,261,ppi
101,103,233,ppi
102,104,179,ppi
103,105,164,ppi
104,106,181,ppi
105,107,257,ppi
106,108,235,ppi
107,109,61,ppi
108,110,198,ppi
109,111,127,ppi
110,112,156,ppi
111,113,162,ppi
112,114,18,ppi
113,115,153,ppi
114,116,101,ppi
115,117,208,ppi
116,118,217,ppi
117,119,272,ppi
118,120,126,ppi
119,121,123,ppi
120,122,95,ppi
121,123,164,ppi
122,124,106,ppi
123,125,60,ppi
124,126,42,ppi
125,127,247,ppi
126,128,168,ppi
127,129,31,ppi
128,130,41,ppi
129,131,228,ppi
130,132,8,ppi
131,133,46,ppi
132,134,17,ppi
133,135,247,ppi
134,136,327,ppi
135,137,235,ppi
136,138,194,ppi
137,139,220,ppi
138,140,182,ppi
139,141,13,ppi
140,142,224,ppi
141,143,148,ppi
142,144,166,ppi
143,145,155,ppi
144,146,52,ppi
145,147,14,ppi
146,148,178,ppi
147,149,106,ppi
148,150,189,ppi
149,151,222,ppi
150,152,129,ppi
151,153,218,ppi
152,154,287,ppi
153,155,163,ppi
154,156,191,ppi
155,157,234,ppi
156,158,141,ppi
157,159,31,ppi
158,160,8,ppi
159,161,208,ppi
160,162,206,ppi
161,163,312,ppi
162,164,176,ppi
163,166,18,ppi
164,167,190,ppi
165,168,182,ppi
166,169,229,ppi
167,170,159,ppi
168,171,179,ppi
169,172,173,ppi
170,173,122,ppi
171,174,96,ppi
172,175,302,ppi
173,176,285,ppi
174,177,249,ppi
175,178,13,ppi
176,179,202,ppi
177,180,249,ppi
178,181,6,ppi
179,182,236,ppi
180,183,38,ppi
181,184,72,ppi
182,185,21,ppi
183,186,68,ppi
184,187,37,ppi
185,188,81,ppi
186,189,198,ppi
187,190,9,ppi
188,191,21,ppi
189,192,203,ppi
190,193,314,ppi
191,194,213,ppi
192,195,45,ppi
193,196,16,ppi
194,197,40,ppi
195,198,56,ppi
196,199,17,ppi
197,200,1,ppi
198,201,46,ppi
199,202,41,ppi
200,203,5,ppi
201,204,3,ppi
202,205,78,ppi
203,206,39,ppi
204,207,32,ppi
205,208,15,ppi
206,209,29,ppi
207,210,17,ppi
208,211,29,ppi
209,212,10,ppi
210,213,84,ppi
211,214,58,ppi
212,215,30,ppi
213,216,270,ppi
214,217,291,ppi
215,218,132,ppi
216,219,71,ppi
217,220,35,ppi
218,221,4,ppi
219,222,63,ppi
220,223,85,ppi
221,224,20,ppi
222,225,28,ppi
223,226,6,ppi
224,227,27,ppi
225,228,51,ppi
226,229,29,ppi
227,230,2,ppi
228,231,23,ppi
229,232,20,ppi
230,233,20,ppi
231,234,15,ppi
232,235,67,ppi
233,236,1,ppi
234,237,34,ppi
235,238,60,ppi
236,239,76,ppi
237,240,113,ppi
238,241,10,ppi
239,242,60,ppi
240,243,38,ppi
241,244,26,ppi
242,245,16,ppi
243,248,2,ppi
244,249,68,ppi
245,250,17,ppi
246,251,77,ppi
247,252,99,ppi
248,253,5,ppi
249,254,2,ppi
250,255,22,ppi
251,256,34,ppi
252,257,4,ppi
253,258,12,ppi
254,259,7,ppi
255,260,122,ppi
256,261,60,ppi
257,262,29,ppi
258,263,19,ppi
259,264,2,ppi
260,265,65,ppi
261,266,125,ppi
262,267,1,ppi
263,268,21,ppi
264,269,78,ppi
265,270,53,ppi
266,271,43,ppi
267,272,14,ppi
268,273,12,ppi
269,274,264,ppi
270,275,48,ppi
271,276,4,ppi
272,277,79,ppi
273,278,83,ppi
274,279,32,ppi
275,280,24,ppi
276,281,47,ppi
277,282,26,ppi
278,283,46,ppi
279,284,59,ppi
280,285,58,ppi
281,286,22,ppi
282,287,14,ppi
283,288,10,ppi
284,289,38,ppi
285,290,30,ppi
286,291,91,ppi
287,292,21,ppi
288,293,11,ppi
289,294,2,ppi
290,296,5,ppi
291,297,4,ppi
292,298,5,ppi
293,299,86,ppi
294,300,47,ppi
295,301,6,ppi
296,302,10,ppi
297,303,1,ppi
298,304,27,ppi
299,306,6,ppi
300,308,24,ppi
301,309,14,ppi
302,310,22,ppi
303,311,23,ppi
304,312,16,ppi
305,313,17,ppi
306,314,56,ppi
307,315,45,ppi
308,316,4,ppi
309,317,9,ppi
310,318,3,ppi
311,319,9,ppi
312,320,10,ppi
313,321,13,ppi
314,322,2,ppi
315,323,6,ppi
316,324,4,ppi
317,325,8,ppi
318,326,7,ppi
319,327,22,ppi
320,328,5,ppi
321,329,25,ppi
322,330,17,ppi
323,331,34,ppi
324,332,3,ppi
325,333,1,ppi
326,334,5,ppi
327,335,3,ppi
328,336,3,ppi
329,337,12,ppi
330,339,16,ppi
331,341,13,ppi
332,342,44,ppi
333,343,19,ppi
